,gmaps_name,gmaps_address,gmaps_latitude,gmaps_longitude,composite_score,yelp_types,gmaps_types,type
2227,THE LOCAL PIZZAiOLO - Westside,"1000 Marietta St NW, Ste 202",33.7788541,-84.4100548,0.7925162626,"pizza, restaurants",,restaurant
2228,Subway,"75 5th St NW, Ste D-2",33.7774423,-84.390102,0.445673974,"restaurants, sandwiches, fast food",,restaurant
2229,Chick-fil-A,3280 Peachtree Rd NE,33.8444328,-84.3708261,0.5761899559,"fast food, restaurants, caterers, event planning  services",,restaurant
2230,Hopdoddy Burger Bar,"2470 Briarcliff Rd, Ste 47",33.826983,-84.332478,0.7712502674,"bars, restaurants, nightlife, american traditional, salad, sandwiches, burgers",,restaurant
2231,The Varsity,61 North Ave NW,33.7715946,-84.3893032,0.697159114,"restaurants, burgers, hot dogs, fast food",,restaurant
2232,5884 Buford Hwy NE,5884 Buford Hwy NE,33.9114623,-84.2651519,0.5047740811,"restaurants, mexican",,restaurant
2233,JG Chicken and Seafood-Camp Creek,3271 Camp Creek Pkwy,33.6554591,-84.495771,0.610447243,"restaurants, seafood, food, specialty food, cajuncreole, chicken wings, desserts, fish  chips, seafood markets",,restaurant
2234,Sivas Hookah Lounge,794 Juniper St NE,33.7762185,-84.3831687,0.6896023662,"mediterranean, hookah bars, nightlife, caterers, event planning  services, bars, restaurants, greek",,restaurant
2235,McDonald's,3201 Camp Creek Pkwy,33.6545809,-84.4943818,0.5131005361,"food, restaurants, coffee  tea, fast food, burgers",,restaurant
2236,Rico Rico Latin kitchen,1892 Metropolitan Pkwy SW,33.7027141,-84.4076741,0.8415500132,"puerto rican, caribbean, tacos, burgers, sandwiches, restaurants, mexican",,restaurant
2237,La Fonda Latina,1025 Howell Mill Rd,33.7828779,-84.4113813,0.7123368987,"restaurants, spanish, cuban, food, mexican",,restaurant
2238,Junxion Restaurant & Bar,3364 Chamblee Tucker Rd,33.8870411,-84.2548145,0.4739458643,"latin american, caribbean, restaurants, south african, venezuelan, african",,restaurant
2239,El Indio,6289 S Norcross Tucker Rd,33.890849,-84.212625,0.7665460261,"mexican, restaurants, desserts, food, coffee  tea",,restaurant
2240,WG Waste,1057 Ridge Ave SW,33.7250084,-84.3909608,0.7610093439,"local services, dumpster rental, pizza, restaurants, junk removal  hauling",,restaurant
2241,Jason's Deli,3330 Piedmont Rd NE,33.7819856,-84.3797087,0.6995895635,"restaurants, event planning  services, delis, salad, caterers, sandwiches",,restaurant
2242,Raja Indian Restaurant,"2955 Peachtree Rd NE, Ste A2",33.835519,-84.381541,0.5287828606,"buffets, indian, restaurants",,restaurant
2243,Domino's Pizza,955 West Marietta St NW,33.778626,-84.409148,0.23978473,"restaurants, sandwiches, chicken wings, food delivery services, pizza, food",,restaurant
2244,"Tom, Dick & Hank",191 Ralph David Abernathy Blvd SW,33.737002,-84.3942047,0.7606084511,"barbeque, restaurants, cocktail bars, nightlife, bars, american traditional",,restaurant
2245,Five Guys,"1000 Northside Dr, Ste 1300",33.7823861,-84.4077912,0.614701875,"fast food, american new, restaurants, burgers",,restaurant
2246,Golden Sun,4349 Lawrenceville Hwy,33.8549729,-84.2081639,0.5518434256,"chinese, restaurants",,restaurant
2247,Goin' Coastal,1021 Virginia Ave NE,33.782295,-84.353848,0.7455099332,"seafood, restaurants",,restaurant
2248,Esco Seafood,447 Edgewood Ave,33.7541641,-84.3728771,0.5414152066,"seafood, restaurants, nightlife, hookah bars, bars, american new, cocktail bars",,restaurant
2249,Boners BBQ,634 Fraser St SE,33.7373103,-84.3860867,0.5095189672,"barbeque, restaurants, food, street vendors",,restaurant
2250,Marco's Pizza,3330 Piedmont Rd NE,33.816927,-84.335573,0.5188284253,"desserts, pizza, restaurants, food, italian, sandwiches, salad",,restaurant
2251,Taco Mac Cumberland,"3101 Cobb Pkwy SE, Ste 210",33.8776214,-84.4560286,0.5509936573,"mexican, nightlife, bars, chicken wings, sports bars, restaurants, american traditional",,restaurant
2252,O'Charley's Restaurant & Bar,2039 Cresent Centre Blvd,33.5496625,-84.2762983,0.5521339255,"restaurants, breakfast  brunch, southern, burgers, american traditional",,restaurant
2253,Your Pie,"2440 Atlanta Rd, Ste 100",33.8929617,-84.5201893,0.6966237846,"pizza, salad, restaurants, food, italian, gelato",,restaurant
2254,The Glenwood,1263 Glenwood Ave SE,33.7400517,-84.3462267,0.6831676418,"nightlife, barbeque, american new, sports bars, restaurants, pubs, american traditional, beer, wine  spirits, bars, food",,restaurant
2255,Ruby Tuesday,3197 South Cobb Drive,33.876224,-84.53091,0.5125710809,"american traditional, burgers, restaurants",,restaurant
2256,Little Caesars Pizza,2350 Spring Rd,33.882761,-84.486573,0.6384615242,"restaurants, pizza",,restaurant
2257,Krystal,349 Cleveland Ave,33.6815467,-84.4009146,0.4616473307,"restaurants, american new, fast food, burgers",,restaurant
2258,Saigon Café,2092 N Decatur Rd,33.7913928,-84.3057962,0.675268075,"thai, chinese, restaurants, vietnamese",,restaurant
2259,Ray's Rio Bravo,6450 Powers Ferry Rd NW,33.903178,-84.4352346,0.4949422522,"restaurants, mexican",,restaurant
2260,The Pantry & Provisions | Gourmet Sandwiches & Cheffy Bodega,57 Forsyth St NW,33.7561017,-84.3898501,0.7764944725,"event planning  services, burgers, farmers market, personal chefs, food, caterers, sandwiches, breakfast  brunch, restaurants",,restaurant
2261,Don Sige Taqueria #1,1720 Vesta Ave,33.6671994,-84.4454544,0.8298453198,"restaurants, mexican",,restaurant
2262,Chipotle Mexican Grill,4347 Hugh Howell Rd,33.8516048,-84.210015,0.6010961727,"restaurants, mexican, fast food",,restaurant
2263,Masti - Indian Street Eats : Emory / Toco Hills Location,"2945 N Druid Hills Rd c, Atlanta, GA 30329",33.8145961,-84.3106562,0.756910252,"restaurants, indian","bar, restaurant, food",food
2264,Mellow Mushroom Atlanta - Midtown,931 Monroe Dr NE,33.7803435,-84.3684414,0.6642206711,"nightlife, bars, pizza, sandwiches, restaurants",,restaurant
2265,We Suki Suki | A Global Grub Collective,"479-b Flat Shoals Ave SE, Atlanta, GA 30316",33.7409881,-84.3464782,0.8251758084,"vietnamese, food court, restaurants, asian fusion","restaurant, food",food
2266,WIN - Taste of Bali,"2285 Peachtree Rd NE, Ste 100",33.8164634,-84.3895111,0.8182263832,"restaurants, gastropubs, barbeque, tapassmall plates, indonesian",,restaurant
2267,FIG.1 TAPS & FOOD,"2323 Main St, Ste A1",33.8530091,-84.2139613,0.8099410731,"nightlife, pizza, food, tapassmall plates, restaurants, beer bar, pubs, beer, wine  spirits, bars, tapas bars",,restaurant
2268,Chow Bing,349 Decatur St,33.8466586,-84.3740463,0.6655688233,"chinese, taiwanese, asian fusion, restaurants",,restaurant
2269,Evos Prado,"5590 Prado Pl, Ste 140",33.907409,-84.3800247,0.4051654774,"restaurants, burgers",,restaurant
2270,Lawrence's Cafe,910 W College Ave,33.7654009,-84.308388,0.7207253073,"middle eastern, mediterranean, restaurants, cafes, lebanese",,restaurant
2271,Zucca Bar & Pizzeria,2860 Atlanta Rd SE,33.8837878,-84.5146772,0.7056118436,"nightlife, food, desserts, restaurants, bars, pizza",,restaurant
2272,1418 Scott Blvd,1418 Scott Blvd,33.7920401,-84.2928366,0.5303765019,"restaurants, chinese",,restaurant
2273,1895 Piedmont Rd NE,1895 Piedmont NE,33.8072753,-84.3655929,0.4877452527,"restaurants, texmex, mexican",,restaurant
2274,The Flying Biscuit Cafe,"3280 Peachtree St NE #145, Atlanta, GA 30305",33.8449421,-84.3715168,0.726301822,"bakeries, restaurants, coffee  tea, southern, american traditional, american new, cafes, food, breakfast  brunch","restaurant, food",food
2275,LemonShark Poke - Sandy Springs,"1115 Springwood Connector, Ste 2000",33.9174492,-84.3503866,0.717761018,"sushi bars, vegetarian, seafood, poke, restaurants, food",,restaurant
2276,McDonald's,443 Moreland Ave,33.7418243,-84.3496223,0.3681290446,"food, fast food, burgers, restaurants, coffee  tea",,restaurant
2277,Hushpuppies Seafood Grill,4369 Hugh Howell Rd,33.8507558,-84.2095788,0.6658203841,"seafood, restaurants",,restaurant
2278,Punch Bowl Social,"875 Battery Ave, Ste 720",33.889048,-84.4698483,0.714622537,"gastropubs, arts  entertainment, restaurants, american new, eatertainment",,restaurant
2279,Taste of Tropical,530 Joseph E Lowery Blvd,33.7409361,-84.41723,0.6390986843,"fast food, caribbean, restaurants",,restaurant
2280,Three Sheets,6017 Sandy Springs Cir,33.9198566,-84.3833808,0.6753436012,"nightlife, lounges, restaurants, tapassmall plates, bars",,restaurant
2281,Northside Hospital Atlanta,1000 Johnson Ferry Rd NE,33.9091662,-84.3538288,0.4517093038,"food, cafes, restaurants",,restaurant
2282,Jersey Mike's Subs,3489A Chamblee Tucker Rd,33.8847995,-84.2500355,0.6379826914,"sandwiches, fast food, delis, restaurants",,restaurant
2283,Rize Artisan Pizza + Salads,6050 Roswell Rd,33.9197749,-84.3792792,0.6862808311,"pasta shops, pizza, glutenfree, gelato, restaurants, food, specialty food, salad",,restaurant
2284,Marlee Street Eatz,"747 E College Ave, Ste A",33.7740775,-84.2830068,0.7325392821,"american traditional, desserts, restaurants, trinidadian, indian, patisseriecake shop, caribbean, custom cakes, food, breakfast  brunch, cupcakes",,restaurant
2285,Hunan Gourmet Restaurant,6070 Sandy Springs Cir NE,33.9212009,-84.3849681,0.5942374363,"restaurants, chinese, thai, asian fusion",,restaurant
2286,La Norteña Restaurant,4929 Buford Hwy,33.864222,-84.308016,0.645934055,"mexican, restaurants",,restaurant
2287,Tacos La Villa,2415 Cobb Pkwy SE,33.8935081,-84.4773691,0.8602048432,"ethnic food, food, tacos, specialty food, latin american, restaurants, mexican",,restaurant
2288,90 Kabob,"4897 Buford Hwy, Ste 123",33.8841131,-84.2873437,0.6671973746,"chinese, restaurants",,restaurant
2289,Best Pizza & Wings,2818 Camp Creek Pkwy,33.651354,-84.4812432,0.4978545122,"delis, restaurants, american new, chicken wings, pizza, salad",,restaurant
2290,Sangria's Mexican Cafe,4369 Hugh Howell Rd,33.8506782,-84.2095452,0.5425070738,"mexican, restaurants",,restaurant
2291,Sukoshi,"1201 Peachtree St NE, Ste 140",33.7874017,-84.3829022,0.6505051628,"food, sushi bars, hawaiian, poke, japanese, restaurants",,restaurant
2292,Eastpoint Fish & Wings,2941 Main St,33.6751828,-84.4421294,0.6914562132,"restaurants, chicken wings, seafood",,restaurant
2293,Cafe 458,458 Edgewood Ave NE,33.7544023,-84.3727225,0.8100638721,"food, local flavor, diners, breakfast  brunch, american new, coffee  tea, cafes, restaurants",,restaurant
2294,Las Colinas Mexican Grill,2327 Main St,33.8530614,-84.2141533,0.587284687,"nightlife, bars, restaurants, mexican",,restaurant
2295,Applebee's Grill + Bar,4353 Lawrenceville Hwy,33.8564812,-84.2079052,0.4153165312,"restaurants, nightlife, steakhouses, burgers, sports bars, fast food, american traditional, bars",,restaurant
2296,Brezza Cucina,"675 Ponce De Leon Ave, Ste 158",33.772597,-84.3655413,0.663887635,"italian, american new, pizza, restaurants",,restaurant
2297,Jerusalem Bakery & Grill,"1175 Franklin Gateway SE, Marietta, GA 30067",33.9245717,-84.4916122,0.8546201533,"restaurants, mediterranean, delis, pizza, middle eastern, food, falafel, sandwiches, bakeries","bakery, restaurant, food",food
2298,Barberitos,"2900 Peachtree Rd NW, Ste 103",33.8337079,-84.3843422,0.6202917583,"fast food, texmex, restaurants",,restaurant
2299,Wasabi Grill,398 14th St,33.7859251,-84.4002877,0.6678718714,"restaurants, japanese, korean",,restaurant
2300,FIGO Pasta Upper Westside/Buckhead,1210 Howell Mill Road,33.8119645,-84.426421,0.7104143584,"restaurants, italian",,restaurant
2301,Floataway Cafe,"1123 Zonolite Rd NE, Ste 15",33.8062057,-84.3438056,0.6838749999,"restaurants, cafes, american new, french, italian",,restaurant
2302,Cucina Asellina,1075 Peachtree St,33.7839274,-84.3827757,0.5641112665,"italian, restaurants",,restaurant
2303,Hong Kong Chinese Restaurant,3907 Covington Hwy,33.7582195,-84.2414214,0.5912062056,"chinese, restaurants",,restaurant
2304,Hoots Wings by Hooters,935 Memorial Dr SE,33.7464354,-84.3576143,0.5280395411,"chicken wings, restaurants",,restaurant
2305,Scoville Hot Chicken - Sandy Springs,"4969 Roswell Rd, Ste 220",33.8900622,-84.3807352,0.8620190147,"restaurants, food, chicken wings, juice bars  smoothies, southern, fast food, american new",,restaurant
2306,Einstein's,1077 Juniper St,33.7840494,-84.3820409,0.7048627947,"nightlife, breakfast  brunch, restaurants, american new, bars, lounges",,restaurant
2307,Canton House Chinese Restaurant,4825 Buford Hwy,33.8825089,-84.2894163,0.7116764745,"dim sum, chinese, event planning  services, caterers, noodles, cantonese, asian fusion, restaurants, soup, seafood",,restaurant
2308,Saigon Tofu,5000 Buford Hwy,33.8882225,-84.2883868,0.579215286,"restaurants, juice bars  smoothies, sandwiches, food, korean, vietnamese",,restaurant
2309,QuikTrip,2804 Paces Ferry Rd SE,33.8652287,-84.4706403,0.5382576977,"automotive, gas stations, food, convenience stores, restaurants, fast food",,restaurant
2310,Pasha Restaurant and Bar,631 Miami Cir,33.8282768,-84.3653164,0.6717920948,"restaurants, mediterranean",,restaurant
2311,Caffeine Atlanta,410 14th St NW,33.7859144,-84.4004894,0.7048850992,"food, cafes, hookah bars, bars, restaurants, coffee  tea, nightlife",,restaurant
2312,Shack on Main,2714 E Point St,33.6812363,-84.4411492,0.6773355505,"barbeque, restaurants",,restaurant
2313,Aja Restaurant & Bar,"3500 Lenox Rd NE, Ste 100",33.8520761,-84.3662781,0.5611493464,"dim sum, chinese, restaurants, asian fusion, sushi bars",,restaurant
2314,Savor Bar & Kitchen,"7 Concourse Pkwy, Atlanta, GA 30328",33.9154484,-84.3548552,0.6266740039,"breakfast  brunch, southern, american new, restaurants","bar, restaurant, food",food
2315,Wendy's,4071 Covington Hwy,33.7544497,-84.2360397,0.3975767421,"restaurants, hot dogs, fast food, burgers",,restaurant
2316,Which Wich @ Perimeter Place in Dunwoody,"4511 Olde Perimeter Way, Ste 700",33.9289483,-84.3431597,0.545704041,"restaurants, sandwiches",,restaurant
2317,Meehan's Public House,322 E Paces Ferry Rd NE,33.8395295,-84.3770864,0.7198184745,"breakfast  brunch, beer, wine  spirits, nightlife, bartenders, irish, burgers, food, event planning  services, irish pub, pubs, sports bars, bars, restaurants",,restaurant
2318,CZ SMOKEZ BBQ,"1066 Fayetteville Rd SE, Atlanta, GA 30316",33.7252501,-84.3233167,0.6556973547,"soul food, barbeque, restaurants, event planning  services, caterers","restaurant, food",food
2319,Papa Johns Pizza,"1325 Powers Ferry Road, Southeast",33.9194688,-84.4667103,0.442760775,"restaurants, pizza",,restaurant
2320,Checkers,3169 Camp Creek Pkwy,33.6542682,-84.4935925,0.5025731014,"restaurants, fast food, american traditional, burgers",,restaurant
2321,Rreal Tacos - Midtown,"100 6th St NE #110, Atlanta, GA 30308",33.7774778,-84.3834548,0.791056975,"restaurants, nightlife, event planning  services, mexican, tacos, bars, caterers","bar, restaurant, food",food
2322,Royal of India,2144 Johnson Ferry Rd,33.8924416,-84.3256662,0.4780750582,"restaurants, indian",,restaurant
2323,Dua Hapeville,760 S Central Ave,33.661352,-84.4143326,0.7220299694,"restaurants, vietnamese",,restaurant
2324,Puras Tortas,4166 Buford Hwy NE,33.8635061,-84.3079405,0.4875102851,"sandwiches, mexican, restaurants",,restaurant
2325,McDonald's,526 Ponce De Leon Blvd,33.7742938,-84.369586,0.4214749959,"fast food, food, restaurants, burgers, coffee  tea",,restaurant
2326,Waffle House,2914 Memorial Dr SE,33.7473669,-84.2911787,0.6996563141,"american new, waffles, american traditional, diners, restaurants, breakfast  brunch",,restaurant
2327,Breakfastville Lunch and BBQ,339 University Ave SW,33.7222542,-84.3991047,0.5084421879,"restaurants, barbeque",,restaurant
2328,Domino's Pizza,4763 Buford Hwy,33.8801797,-84.2908225,0.3725295518,"chicken wings, pizza, restaurants, sandwiches",,restaurant
2329,Oh K-Dog Doraville,"Mart Food Court, 6035 Peachtree Rd Bldg B H, Doraville, GA 30360",33.9076991,-84.2880328,0.8057353797,"hot dogs, restaurants, korean, fast food","restaurant, food",food
2330,Le Bilboquet,3027 Bolling Way NE,33.8376651,-84.3803215,0.6620894917,"nightlife, food, wine bars, bars, desserts, french, cafes, salad, restaurants, diners, breakfast  brunch",,restaurant
2331,The Roast,650 Ponce De Leon Ave NE,33.7736107,-84.3658288,0.4853223141,"restaurants, brazilian, peruvian, chicken shop",,restaurant
2332,Suite Food Lounge,"375 Luckie St NW, Atlanta, GA 30313",33.7648889,-84.3958761,0.6020936645,"burgers, bars, lounges, restaurants, american new, nightlife","restaurant, nightclub, bar, food",nightclub
2333,Chick-fil-A,2975 Cobb Pkwy SE,33.8808147,-84.4608791,0.615833345,"event planning  services, caterers, fast food, restaurants",,restaurant
2334,Gourmet Cafe & Subs,"1166 Franklin Rd SE, Ste 10",33.9247544,-84.4926345,0.7987059954,"restaurants, cheesesteaks, chicken wings, burgers, delis, fish  chips",,restaurant
2335,Chick-fil-A,5450 Peachtree Industrial Blvd,33.8984652,-84.3026674,0.5713742084,"restaurants, diners, event planning  services, caterers, fast food",,restaurant
2336,La Fonda Latina,4429 Roswell Rd NE,33.8757864,-84.380038,0.6903045855,"restaurants, latin american",,restaurant
2337,Gio’s Chicken Amalfitano,1099 Hemphill Ave,33.7850219,-84.4058493,0.780051162,"salad, restaurants, food, desserts, sandwiches, chicken wings, italian, specialty food, pizza",,restaurant
2338,Caffe Fortunato,"255 Village Pkwy, Ste 330",33.950392,-84.412769,0.6402390854,"italian, pizza, seafood, restaurants",,restaurant
2339,Tin Lizzy's Cantina,"121 Perimeter Center W, Atlanta, GA 30346",33.9274529,-84.3426863,0.7268206217,"texmex, bars, restaurants, nightlife, sports bars, mexican","bar, restaurant, food",food
2340,Mike's Hot Dogs,5948 Roswell Rd NE,33.9179575,-84.3815871,0.8102570541,"hot dogs, event planning  services, american traditional, caterers, burgers, restaurants",,restaurant
2341,Silver's Delight Caribbean Restaurant,2879 E Point St,33.6765894,-84.4428752,0.545032487,"restaurants, food, vegetarian, caribbean",,restaurant
